,category,text
1527,1,my access password reset
1528,1,zoo password reset
1529,4,purchase data blog issue NUM
1530,3,unable to switch to email billing
1531,5,re your premium ssl certificate is about to expire etrackerbizportalsingtel
1532,2,ob portal issue
1533,1,my access password reset
1534,2,moti unable to recontract chua beng seng
1535,1,ebpp tm tasks reloading of errored files on user loader
1536,6,migs patching request
1537,1,my access password reset
1538,1,my account issue
1539,1,myaccount change customers bill media to ebill
1540,2,dpm metv cancellation
1541,2,fetch tv order pending
1542,1,unable to login to mybill
1543,1,customer not able to login my account
1544,6,unable to find option for email billing
1545,2,deactivate dpm status
1546,1,my account registration issues
1547,2,kccadslNUM snbb anuNUM issue one pass reg loop
1548,1,zoo password reset
1549,2,nftalthough billinstance id in the cease list but mapped nw instance work arnd
1550,1,my account unable to login
1551,1,automatically logged out of my account after logging in
1552,2,eip eipprdappaNUM prd ccb elink proton crreitz exception q
1553,1,member services unable to login
1554,2,unable to book fetch tv service error
1555,1,data usage not showing in in my account
1556,1,my account issue
1557,2,my app issue
1558,1,dpm error when add entertainment pack to the costomer account
1559,1,unable to see data usages via my accounts
1560,2,fetch stb order error
1561,1,zoo csi password reset
1562,0,settop box should be delivered asap
1563,2,my accountdisable username query
1564,1,my account unable to use function in my account
1565,1,dpm and dimps password reset password reset tool sent
1566,5,data balance notification NUM
1567,2,error on cancelling fetch tv
1568,1,my access password reset
1569,2,fetch tv order
1570,6,metv cancellation mail
1571,1,my account and app issue
1572,1,mobf missing iphone se accessories
1573,2,fetch tv status still in pending cancellation
1574,2,fetch tv order stuck NUM incomplete details
1575,1,my access unlock account
1576,1,unable to log in to my acocunt
1577,1,my access issue
1578,2,unable to check the international minutes usage
1579,1,my access login issue
1580,2,dpm error
1581,1,case follow up NUM email sent to user
1582,4,metv escalation template
1583,1,customer unable to login
1584,2,my app cannot refresh due to system issue
1585,1,my account email bill registration issue
1586,2,unable to add direct debit
1587,6,migs patching request
1588,0,NUM anthony dixon
1589,1,zoo password reset
1590,1,csr impersonate access issue
1591,3,unable to switch to email billing for customer engles87
1592,1,my account customer account details are empty
1593,2,tracking stb order
1594,2,stb stucked in dpm
1595,5,eshop change plan uncheck of bundled vas not saved
1596,1,cisli customer did not receive otp to access cis eshop
1597,1,concierge password reset
1598,5,member services is showing wrong plan
1599,1,my account email billing issue
1600,5,selene getting the request youve made is invalid when checking for balance
1601,1,customer keeps getting kick out from the my account page
1602,2,view my bill issue singtelNUM
1603,1,error in accessing memberservices
1604,1,user called to follow up on incident number NUM
1605,2,error while booking the metv
1606,6,customer is not receiving the bill via email
1607,1,zoo password reset
1608,2,request to cancel orders in dpm
1609,1,my account issue
1610,1,my account login issue
1611,1,my access password reset
1612,6,lnp staffware not generating emails
1613,2,dpm error for ms krystal fitzgerald NUM
1614,1,my account incorrect email address
1615,1,my access password reset
1616,1,my access request reset password
1617,1,my account unable to register for email billing
1618,2,fw update profile prompt keep appearing even after profile updated
1619,6,customer is not receiving bill notification via email
1620,1,my access password reset
1621,1,my access password reset
1622,2,my accoung linking issue
1623,1,my access request to reset the password
1624,1,customer unable to login to my account
1625,2,dpm error shippingfailure ottNUM
1626,1,myaccess password reset
1627,1,error linking account NUM
1628,1,unable to access wiki express
1629,1,my account omb data usage meter not showing usage
1630,2,my app didnt receive bill
1631,0,global sms bonus eligibility and validity
1632,2,ob portal password reset
1633,1,customer is unable to log in to my account
1634,2,please retrieve ca details for sos rec NUM
1635,1,my access password reset request
1636,1,myaccount automatically logs out
1637,1,my access password reset
1638,1,unable to change the my account password
1639,1,password reset for dpm resolved
1640,1,ebpp tm tasks reloading of error files on user loader
1641,2,re singtel music disruption error mt NUM
1642,1,other tab missing in my access
1643,2,fetch tv
1644,1,customer unable to access website comau
1645,2,my app issue
1646,1,billing visible for bundle account
1647,2,unable to search customer service number in sos
1648,6,email for online billing keeps reverting to incorrect email NUM 
1649,2,customer not getting the bill via post
1650,1,my account customer has 2 account broadband and mobileodm
1651,1,moli sts invalid login gNUM
1652,2,error on singtel website page
1653,1,unable to link account
1654,1,password reset sos my access 1impersonation tool spectre ui
1655,1,my account unable to view data usage
1656,6,dpm order advise user to email
1657,6,user claims that there is a major for prepaid portal
1658,1,my account unable to register the paper bill
1659,2,dpm not ordering fetch
1660,2,fetch tv order stuck
1661,0,dpm
1662,1,unable to top up data sim from hi account NUM
1663,2,dpm fetch tv pending order
1664,2,my app issue cannot refresh
1665,1,zoo csi password reset
1666,2,cancel tv service service is unavailable username cipmandu
1667,2,customer didnt receive fetch tv
1668,4,error in dpm while cancelling fetch for the customer
1669,2,customer unable to change the bill format to email bill
1670,2,customer my app is not updating the detail
1671,1,csi zoo password reset
1672,2,ob portal password reset
1673,2,metv order is stuck in dpm as pending since NUM
1674,1,unable to link customers account to existing my account
1675,1,customer unable to login to member services
1676,0,dpm alistairmallar
1677,0,ipnmcNUM
1678,2,metv cancellation
1679,1,zoo password reset
1680,4,top sql for ebp1p database
1681,2,tv with fetch order not yet delivered
1682,2,ebilling customer unable to sign up register member services
1683,2,dpm general error service is unavailable please try again after 24 hours
1684,0,testing
1685,2,push this order in dpm request
1686,2,moop error in configure delivery charges in admin module
1687,2,member services email billing issue
1688,0,ca required for NUM
1689,1,unable to access payment gateway
1690,2,unable to cancel fetch tv service in dpm as the core service already cancelled
1691,2,dpm unable to view the order status
1692,2,stb status still pending
1693,2,my app issue
1694,0,singtel nni trend problem
1695,1,my access password reset
1696,1,user request to delete profile in my access
1697,5,unable to add sport pack 
1698,2,prepaid amta process issue NUM
1699,4,my app zero usage on data usage
1700,4,needto cancel svc num NUM in dpm
1701,2,unable to put through sos order
1702,6,migs patching request for txn date 22 oct NUM
1703,1,unable to change from email to paper billing in my account
1704,1,customer login my account its keep getting logged out
1705,1,request to delete duplicate my account username
1706,0,ca request for NUM
1707,2,fetch tv cancellation
1708,1,my account issue
1709,1,password unlock for concierge
1710,1,my access password reset
1711,6,migs patching request for txn date 4 jan NUM
1712,2,my app does not update the usage details
1713,1,sos password reset
1714,1,member services password reset
1715,1,my access password reset
1716,1,my access password reset
1717,1,my account error when customer trying to check the data usage
1718,1,my portal account login issue snbb jeanycp
1719,1,customer unable to update details in my account
1720,1,password reset
1721,1,customer unable access my app
1722,1,request to reset my access password
1723,0,NUM
1724,1,transaction cut off after login NUM
1725,1,my account automatically logged out
1726,2,account status order submitted
1727,2,dpm error
1728,5,wifi talk
1729,2,my app issue
1730,2,wbactmtNUM odate NUM failed with status2
1731,1,issue with my account
1732,1,my account unable to view datausage summary for home wireless broadband
1733,1,my access request to reset the password
1734,2,relocation to new address is failed
1735,1,yes pass password reset deNUM
1736,2,dpm stb and pla not ordered
1737,1,dpm account status cancellation pending
1738,1,user id mishabelltangoecom stuck in provision with pending eba ebo
1739,1,customer unable to login to member services
1740,1,dpm password reset
1741,2,unable set to paperless
1742,1,dpm password reset
1743,4,order is struck in the system with the error
1744,1,unable to link the account to my account
1745,2,fusion flag mismatch
1746,5,wifi talk install error
1747,1,zoo password reset
1748,0,NUM
1749,4,my app not able to see data usage
1750,2,zoo error unable to set the content credit limit
1751,2,fetch tv order stuck
1752,1,customer is unable to login to my account
1753,2,dpm stb status active
1754,1,my account sms
1755,1,unable to link the account
1756,1,my access password reset
1757,0,usage alerts
1758,1,my account customer is unable to login
1759,1,user request to reset the password for my access
1760,1,my account issue incomplete details
1761,1,my access password reset
1762,3,stuck orders in service cr no response and proton cr no response queues
1763,1,my access and zoo csi password reset
1764,2,sNUM NUM NUM unable to view usage details
1765,2,store manager unable to view his correct team in partner portal
1766,1,password reset for sos
1767,2,incident idNUM major issue ongoingunder investigation
1768,6,email registration
1769,1,registering a user in memberservice
1770,2,payment ivr issue
1771,1,my access request reset password
1772,1,function tabs missing on login profile for some users
1773,1,my account password not expiring
1774,1,my account not displaying details
1775,1,my access password reset
1776,2,bill not yet generated incomplete details
1777,1,zoo csi password reset
1778,1,my access password reset
1779,1,unable to add member services in my account
1780,1,my access password reset
1781,1,prod sme eshop admin cannot access
1782,5,wifi talk issue
1783,1,user unable to change billling type in my account
1784,1,zoo password reset
1785,2,transfer the metv service
1786,2,dpm pending
1787,5,port NUM intermittent connection issue
1788,2,the details of the usage does not match the total consumption
1789,0,inquiry on ticket NUM
1790,1,zoo password unlock
1791,1,my access password reset
1792,1,advised user to forward error in dpm to dropbox
1793,1,my account keeps logging out
1794,1,customers data usage is not updated in my account
1795,1,my access
1796,1,dpm account issue need to raise through uam
1797,2,error when trying to process a pre paid activation
1798,4,not able to login to ob portal advised to restart the computer
1799,0,query regarding my access
1800,2,dpm fetch tv cancel subscription
1801,2,my app issue
1802,2,unknown error has occured please try again when logging in
1803,1,dpm push through to sap username akvangastel NUM
1804,1,my access cannot be login even after password reset was done
1805,1,my access password reset
1806,2,issue registering for perks
1807,2,dpm issue
1808,2,ob portal password reset
1809,2,dpm customer didnt receive fetchtv
1810,0,wifi access issues
1811,2,payment issue
1812,1,add account under uid NUM in mmm on the business portal
1813,1,multiple users are unable to access dpm
1814,2,cant install my app doesnt receive pin code
1815,2,dpm pending cancellation status
1816,0,fw NUM urgent
1817,2,customer hasnt received the fetch tv
1818,2,chat not working
1819,0,member services closed
1820,1,my access password reset
1821,1,unable to login
1822,2,dpm fetch tv delivery status
1823,2,re dpm issue rjdenaro1 joanne denaro NUM
1824,4,ewauNUM d gdlsftp files odate 86
1825,2,dpm error
1826,1,zoo password reset
1827,5,porttransfer issuesubmuitted the order is sos and got error
1828,2,pending dpm order
1829,1,my account account number is in invalid format error
1830,2,dpm error
1831,1,my access password reset
1832,2,unable to view bill online
1833,2,order still on pending status
1834,0,havent received the fetch box
1835,1,lnp staffware password reset
1836,1,my account loading page issue
1837,1,zoo csi reset password
1838,1,my access password reset
1839,1,my access password reset
1840,2,user request to cancel fetch tv order
1841,1,my account issue
1842,1,my account issue
1843,2,issue on member services
1844,2,customer unable to activate my app ref NUM
1845,2,dpm pending stb
1846,2,request to push through orderstb pending order in dpm
1847,1,my access sos password reset
1848,2,urgent mysingtel app unable to view usage
1849,2,my app fw 10gb for 50
1850,1,password reset
1851,1,customer unable to access my app and my accounts
1852,1,member services login issue rdsl username postalice
1853,5,dpm down
1854,1,customer not seeing his service number and data usage under my account
1855,1,ebpp tm tasks user loader loading issueerror
1856,2,change of ownership form ming wu to ms belinda wu
1857,2,perks issue
1858,1,unable to change customers email address in my account
1859,2,dpm order stucked
1860,2,customer not receive any code number in my apps
1861,2,unable to cancel fetch tv in dpm
1862,1,dpm request to reset the password
1863,1,my account password reset
1864,0,simcard not found
1865,2,email password unable to change
1866,2,unable to see any details in my app system cannot refresh
1867,2,dpm issue dpm cannot order fetch tv
1868,4,re NUM feedback no notification on data usage
1869,1,zoo password reset
1870,1,reset my zoo login
1871,1,request to reset my access password
1872,1,cannot link account in my access
1873,2,stucked order for fetchtv
1874,1,my account billing payments screen
1875,2,re customer following up fetch tv delivery
1876,1,NUM my account error processing requestsNUM
1877,1,my access password reset
1878,1,csr unable to link service to my account sutcliff
1879,0,user reported that she cannot access my account
1880,1,password reset
1881,2,unable to place new order previous case NUM
1882,1,unable to change email password on my account
1883,6,unable to register for email billing
1884,2,ebpp tm tasks request for invoice loader stats
1885,2,order stuck in dpm
1886,2,unable to book for fetch tv
1887,1,unable to link account in my account
1888,1,please remove my account login
1889,1,my account error NUM
1890,2,incorrect email billing address paul facer
1891,3,unable to switch to email billing
1892,1,my access account got an error exceeded limit attempt
1893,1,my account issue
1894,1,myaccount issue
1895,1,my access password reset
1896,1,password reset
1897,1,my account change of billing type
1898,1,error when swithching customer account to email billing
1899,1,my access sos password reset
1900,1,my account login issue
1901,1,unable to log in to my access
1902,1,dpm password reset cancelled
1903,2,request push through order still pending
1904,1,my access password reset
1905,1,zoo csi password reset request
1906,6,unable to register customer for email billing
1907,2,me tv cancellation
1908,2,dpm issue
1909,2,my app issue
1910,1,my access password reset
1911,2,email billing issue
1912,2,unable to change the cust to email billing
1913,2,mobf transaction not completed but voucher reserved mr low oon eng james
1914,5,mobile contact us dropdown at regjsf not working
1915,2,dpm error service unavailable pleese try again in 24 hours
1916,1,my account issue
1917,2,opom pending order sd eip ajaxvvu001
1918,0,zoo csi
1919,5,ebpp tm tasks report fixing
1920,2,unable to cancel fetch tv
1921,1,customer having issues with loading dashboard under my account
1922,2,check on unable to register wirelesssg NUM
1923,1,error in accessing data usage of my singtel mobile broadband sim card NUM NUM
1924,1,zoo password reset
1925,1,my account access dashboard error
1926,1,my access password reset
1927,2,dpmhardware delivery issues
1928,1,my access password reset
1929,2,missed call service tom wood
1930,6,unable to register email billing bkershler
1931,2,feedback formbills tNUM
1932,1,prepaid activation visual inspect access
1933,1,my access linking issue
1934,1,my access password reset
1935,5,moti mobileshare sign up error site is down escalation for mobile share
1936,1,my account automatically logging out
1937,1,unable to login my access
1938,2,my app registration issue pin not received
1939,1,zoo premium access
1940,2,unable to view information on my app
1941,6,re migs patching request 19feb for txn date 17marNUM
1942,2,dpm pending order order number NUM
1943,2,metv warranty order failed dpm issue
1944,2,dpm cancellation that need to be pushed through
1945,1,cannot link account in myaccount
1946,1,my access password reset
1947,6,email billing
1948,1,request to reset password for zoo csi
1949,1,customer my account login paasword keep getting invalid every month
1950,2,zoo error
1951,1,zoo csi reset password
1952,1,password reset
1953,2,mobile bb not working for NUM benjamin mccall
1954,1,my account unable to change direct debit details
1955,1,my account customer is unable to register to perk
1956,1,my account issue
1957,1,my account issue
1958,5,unable to download my app
1959,1,bill not showing in my account
1960,2,unable to change to email billing
1961,2,usage information
1962,2,dpm request to push through the order
1963,0,set top box not yet activated
1964,1,my access password reset
1965,2,bills are sent to the old email address
1966,1,user id zealocsgmailcom are stuck in provision status with pending eshop
1967,1,my access
1968,1,my account and my app not displaying customer included international minut
1969,2,dpm unable to process order
1970,1,customer not able to purchase the data blocked
1971,2,dpm push fetchtv order
1972,1,my account showing incorrect plan
1973,1,my account issue NUM
1974,2,error occurring when completing a prepaid activation
1975,1,my account issue
1976,1,customer cannot login to member services donnarundle
1977,2,dpm pending delivery
1978,1,customers my account login issue
1979,1,unable to view bills in my account
1980,1,my account password reset
1981,5,trans date 3 mar discrepancy between onepay report migs portal
1982,2,dpm fetch stuck
1983,1,member services password reset
1984,2,fetch tv error
1985,6,migs patching request for txn date 8 dec NUM
1986,2,outstanding stb delivery
1987,2,metv error eugene sciancalepore
1988,2,app issue
1989,1,my app unable to access and too recharge as well
1990,1,my portal account login issue NUM bb user id roslan07
1991,2,ftthNUM unable to activ
1992,1,my access issue
1993,2,dpm pending cancellation
1994,1,my account unable to change to email billing
1995,2,unable to update usage for customer for month january NUM
1996,1,unable to login to my access
1997,5,consumer eshop failed delivery report
1998,1,my account error account not linked
1999,1,my portal account login issue
2000,2,stb order has failed due to carriage type mismatch
2001,1,password reset efulfilment
2002,2,ninp code not populating
2003,1,unable to impersonate customer account
2004,1,yes rewards account unlock
2005,1,my account linking is not allowed as there is number nNUM
2006,0,this is a call reference ticket only for NUM
2007,2,dpm pending NUM
2008,2,dpm issue
2009,6,fetch tv entertainment package showing mtv classic
2010,5,re ticketNUM problem mio ingest error reported on thinklrn01intsin
2011,2,for mark eridani cpNUM unlink cust number NUM that is unused
2012,2,unable to purchase for epl dob is not matching
2013,2,member services customer is unable to view bill refered to mtsc
2014,2,dpm pending stb
2015,1,my access unable to login
2016,5,problem report NUM wifi talk call quality issues
2017,1,myaccess password reset
2018,1,my account customers password expired
2019,2,tv order NUM
2020,4,unable to check data usage via singtel website urgent NUM
2021,1,unable to login to my access
2022,2,unable to migrate from cable to nbn
2023,1,myaccount issue
2024,2,dpm unable to add tv pack
2025,1,zoo password reset
2026,1,change password not working for customer for my account
2027,2,metv error
2028,6,migs patching request for txn date 17 aug NUM
2029,1,unable to login to zoo
2030,1,my account issue
2031,2,updated case id NUM
2032,2,my app system not loading
2033,1,zoo csi reset password
2034,2,my app unable to see the details
2035,2,customer did not receive the fetch tv yet
2036,1,user called for mobile data roaming inquiry
2037,1,zoo password unlock
2038,1,customer unable to login myaccount
2039,1,my access password reset
2040,2,mopm payment errors encountered during recontract chan choon hao
2041,2,singtel apps for ios
2042,1,my access icon password reset
2043,1,my account issue
2044,2,onepass issue snbb ocsiang
2045,1,my account profile update
2046,2,please retrieve ca details for sos rec NUM
2047,2,fetch tv with no activation code or box details
2048,2,business portal password reset request
2049,5,dpm unable to disconnect a service
2050,1,unable to link account for customer in my access
2051,2,dpm pending order NUM
2052,1,my access password reset
2053,1,my access password reset
2054,1,eset password in prod db servers
2055,2,me tv status pending in dpm
2056,4,my app no data usage
2057,1,unable to link account in my access
2058,1,unable to reset password in my account
2059,1,my access unable to logon
2060,1,password reset
2061,1,snow password reset
2062,1,my account issue
2063,1,unable to change the password
2064,2,cust not receiving pin in my app
2065,1,password reset for my access
2066,1,customer address needs to be corrected in both my account and opom
2067,1,two accounts wrongly charged
2068,1,my account issue
2069,2,dpm error ottrecoverableerr pottNUM
2070,2,dpm error issue
2071,1,my access password reset was not working though its been reset twice
2072,5,member services customers plan shows incorrectly refered to mtsc
2073,1,my account unable to link account
2074,2,duplicate preact sim no found simcard NUM for fsNUM 
2075,4,cannot submit order in dpm
2076,2,request to push order in dpm
2077,1,login issue no troubleshooting needed
2078,1,unable to change the temporary password
2079,2,unable to view the details in my app
2080,2,unable to register for member service
2081,1,my access password reset
2082,1,my account unable to link account
2083,1,my account is not working
2084,1,my access password reset
2085,2,eip eipprdappaNUM prd warning purge queue purgebgmbox3 st
2086,1,zoo password reset
2087,4,eip eipprdappaNUM prd proton cr no response threshold breach
2088,1,wiki unable to login
2089,1,unable to link service in my account
2090,1,my access password reset
2091,2,bizportal users are unable to download report from eba and ebo
2092,2,push through the dpm cancellation request s has bee pending since NUM
2093,6,tv connect package not reflecting in opom
2094,2,customer is not receiving a paper bill
2095,1,zoo password reset
2096,1,sos password reset
2097,1,unable to login to my account
2098,1,my access password reset
2099,1,ebpp tm tasks reloading of error files on user loader
2100,1,my access error login
2101,2,usage is not update
2102,5,my application not responding
2103,1,my app unable to access the system
2104,0,ebpp automatically logout
2105,1,password reset
2106,1,my access password reset
2107,1,myaccount automatically logs out
2108,1,zoo password reset
2109,2,customer hasnt receiev a fetch tv
2110,1,error in singtel app my account unable to check usage
2111,2,app issue
2112,1,my account customer issue
2113,1,unable to access to my access advised given
2114,1,international minute not showing in my app and my account
2115,1,zoo password reset
2116,2,customer unable to recharge service thru wwwcomau
2117,2,my app getting an error when entering the 4 digits passcode
2118,1,my account unable to view bill in dashboard
2119,0,closed case ref NUM
2120,2,error occurring when completing a prepaid activation
2121,1,csi zoo password reset
2122,1,my access password reset
2123,2,order stuck in dpm
2124,1,my account usage details
2125,5,fusion port away
2126,2,my app issue urgent
2127,0,replace simcard NUM not found ppNUM
2128,6,re migs patching request 19feb for txn date 18febNUM
2129,2,metv error
2130,1,my account customer unable to login
2131,2,pending stb
2132,4,modl replace simcard ppNUM
2133,1,my access issue
2134,2,fetch tv error in dpm
2135,2,cancel tv service
2136,2,pending stb in dpm
2137,2,pending fetch tv order
2138,1,customers cannot see information in my account
2139,2,dpm please refire order stuck since may 7 no pending wo
2140,1,my access password reset
2141,1,zoo password reset
2142,1,my account automatically logged out
2143,1,cannot login to my access
2144,0,zoo csi
2145,1,my account issue
2146,2,one portal password reset
2147,1,my access password reset
2148,2,order pending status in dpm
2149,2,dpm issue
2150,2,unable to cancel metv
2151,1,unable to setup online billing for customermy account issue
2152,2,dpm issue
2153,2,wbactmt01d failed with status 2
2154,0,check detail on case id NUM
2155,2,dpm pending stb
2156,1,my app and my account issue
2157,4,home wireless broadband slow
2158,1,my account customer is unable to add data addon
2159,1,my access password reset
2160,2,general error
2161,5,trans date 12 dec discrepancies between onepay report migs portal
2162,2,ob portal password reset
2163,4,data usage is not showing anything
2164,2,please retrieve ca details for sos rec NUM
2165,2,dpm error for mr herman yip NUM
2166,1,no information shown in my account
2167,0,deduction on da6 occasionally even when customer has da8
2168,1,my access unable to login
2169,1,my account customer unable to access to my account
2170,2,ussd app db issue
2171,1,my account issue
2172,2,dpm issue
2173,3,message from business singtelshop contact form roikmyers pteltd brn NUM
2174,2,pending stb in dpm
2175,1,dpd down unable to have access
2176,2,unable to change to email billing
2177,1,sos password reset
2178,2,push through fetch tv order
2179,1,my access password reset
2180,1,zoo unable to access email billing in member services
2181,1,myaccess password reset request
2182,1,unable to link customer account to swith to email billing
2183,1,unable to log in to my account
2184,0,zoo csi
2185,2,issue with my app
2186,0,ebpp incorrect name
2187,1,sos password
2188,2,fetch tv delay error shippingfailure ott NUM 
2189,1,my account system error when logging in
2190,2,to change the product name for incident idNUM NUM
2191,1,my access password reset
2192,2,ob portal password reset
2193,2,please retrieve ca details for sos rec NUM
2194,5,wifi talk issue
2195,1,my access request to unlock the account
2196,2,my app issue
2197,1,my account issue
2198,2,my app query
2199,1,zoo csi password reset
2200,1,member serviceswebmail customer is unable to login
2201,2,dpm transferring tvNUM
2202,1,my account does not auto populate the my account information
2203,5,error services rateplan does not exist in the paxt rateplan table
2204,1,my account bill notification
2205,2,my app not updating
2206,6,email
2207,0,NUM
2208,1,customer unable to login to my account
2209,1,my access password reset
2210,0,NUM
2211,1,my access reset password
2212,1,customer services is blank in my account
2213,2,dpm hardware delivery
2214,1,singtel business portal access request for singtel business portalaccount sin
2215,1,my account unable to check the bills
2216,1,zoo csi reset password
2217,2,no updated apps was received
2218,2,dpm transfer tv
2219,2,me tv cancellation
2220,2,unable to recharge thru online
2221,2,please retrieve ca details for sos rec NUM
2222,0,dpm customer still not receive setupbox
2223,1,my access password reset
2224,4,follow up with email related ticket noNUM
2225,1,my access page option went missing
2226,1,my access password reset
2227,2,unable to process order in online store
2228,1,issue in registering perks in my account
2229,1,zoo csi password reset request
2230,2,unable to update email billing
2231,1,my app error credit card protection has been activated on the account
2232,2,my app is not updating
2233,2,dpm pending cancellation
2234,1,customer unable to view usage on my account
2235,0,NUM mrs tania walker
2236,0,NUM kylie hassan
2237,1,dpm password reset
2238,1,customer is unable to link billing account in his my account
2239,0,regartding NUM
2240,2,request to update on incident
2241,2,motherhi while activating this new number getting following error activa
2242,1,no details in my account
2243,1,user unable to linking account in my access
2244,3,unable to switch to email billing for customer
2245,1,zoo password reset
2246,1,my access password reset
2247,0,stb not been delivered
2248,2,dpm error
2249,1,my account unable to login
2250,1,zoo password reset
2251,2,my app issue
2252,2,fetch tv pending order NUM
2253,2,metv cancellation request
2254,1,user unable to link cable account to my account
2255,1,customer not able to login member service
2256,2,customer having issue with my app
2257,2,dpm error an tv service already exists
2258,2,dpm error pending
2259,1,my access reset password
2260,1,password reset for my access
2261,2,unable to place stb order in dpm
2262,2,query on usage alert
2263,1,myaccount issue prompting to change the password
2264,2,unable to change customer paper billing to email
2265,1,duplicate registration in my account
2266,4,member services no longer require assistance
2267,1,zoo csi password reset
2268,2,dpm in cancellation pending
2269,0,activate alert subscription NUM NUM
2270,1,csi zoo password reset
2271,2,onepass activation issue
2272,1,customer unable to login perks
2273,1,urgent unable to change password in member services
2274,2,sos name error
2275,2,NUM pie error internalsystemerror bac219 error in check order pie
2276,1,my account error when switching customers account to email billing
2277,1,unable to login to otptus zoo
2278,1,my account sms alerts not working
2279,1,unable to acces staffauth
2280,1,user unable to set up email billing
2281,1,my account issue
2282,1,the account does not exist in sso librose unable to change password in nickel
2283,1,email billing in my account issue
2284,1,my access password reset
2285,2,unable to update direct debit details
2286,1,my account customer able to logon but after 1 or 2 second account log out
2287,2,moti unable to recontract rich soe NUM cemNUM
2288,5,fusion port away
2289,1,my account issue for customer
2290,1,my access password reset
2291,0,member services
2292,2,my app is not working and updating
2293,1,member services login not possible
2294,1,my account not showing change plan option
2295,2,unable to cancel the fetch tv
2296,1,sos password reset
2297,2,unable to reload online
2298,1,user request to remove customer accout detail from my access
2299,1,customer not able to login to email
2300,4,unable to submit new line for byo and cmes after save order
2301,1,my account logout automaticaly after login
2302,2,cant send satchel to cust address
2303,0,customer gets logged out automatically when using any option in member services
2304,2,ob portal password reset
2305,5,urgent my app not showing balance
2306,5,ticketNUM problem mio ingest error reported on think01intsinmioou
2307,2,eshop reflect wrong company name invensys process systems s pte ltd
2308,5,spring portal page load times exceeding sla
2309,1,my access password reset
2310,1,my account unable to link the acount
2311,1,my access password reset
2312,1,my account unable to link an account
2313,1,unable to login to member services
2314,2,dpm issue
2315,2,dpm general error service is unavailable please try again after 24 hours
2316,2,issue with zero percent usage
2317,1,account NUM NUM
2318,4,dpm order is stuck and show submitted and action required
2319,1,internet account only registered but not the land line NUM
2320,6,email billing notification
2321,1,my account issue
2322,2,dpm pending order username fedevy
2323,1,my account registeration issue
2324,2,business portal password reset
2325,2,re onepass error for mt NUM unable to see the details
2326,1,customer unable to login to member services
2327,5,invalid temporary order number mbb plans for smb customers
2328,3,staffware not loading cna responses
2329,1,my account unable to view the details
2330,1,unable to log in to my account NUM
2331,2,incident update NUM closed ticket
2332,1,my access request to reset the password
2333,1,my access sos password reset
2334,1,my access dashboard showing blank
2335,1,unable to login to my account
2336,1,unable reset customer webmail password thru my account
2337,2,dpm order filled but not reflecting in opom
2338,2,dpm pending order
2339,2,dpm error
2340,1,my access request to reset the password
2341,5,honda korea co ltd disable managed service pe report singtelNUM
2342,1,zoo password reset
2343,2,unable to use movie ticket this holiday
2344,2,dpm stuck order order NUM
2345,1,my account internal error has occured
2346,5,one portal intermittently unavailable
2347,1,cust can view details of another cust with the same name in my account
2348,1,my account link account
2349,5,wifi talk getting an error
2350,2,unable to see any information in my app NUM
2351,2,dpm unable to tranfer the order
2352,1,zoo request to reset the password
2353,1,my account issue
2354,2,dpm errorpushtrough the order
2355,2,dpm fetch tv query
2356,1,unable to login to my access
2357,1,csi zoo password reset
2358,2,stb order status
2359,2,pending stb in dpm
2360,1,zoo csi password reset
2361,2,requests to remove security question in sos
2362,1,account number NUM
2363,1,call inquiry for my access account credentials
2364,1,cannot login to my account
2365,2,me tv cancellation
2366,2,miss yeo zhi yi sNUM ac NUM mt NUM
2367,2,dpm issue incomplete details
2368,2,dpm error
2369,2,fetch tv order
2370,1,sos password reset
2371,1,issue with spectre through my access
2372,1,my account issue
2373,1,zoo password reset
2374,1,reset password in my access
2375,1,my access unable to impersonate
2376,1,my access password reset
2377,2,stb pending
2378,2,my singtel app unable to subs drs miss vina titania satiadhi
2379,4,dpm order stuck in submitted incomplete detail
2380,0,NUM
2381,1,unbill for the incorrect usage for app store for nokia user customer
2382,1,password reset
2383,1,password reset in my access
2384,1,my access password reset
2385,0,stb not yet delivered
2386,2,issue paper billing to email billing
2387,1,stb stucked in dpm username melcallum2
2388,2,linking is not allowed
2389,1,ebpp tm tasks reloading of errored files on user loader
2390,1,my account assistance
2391,1,my access password reset
2392,1,customer is not able to login with primary username
2393,1,my access password reset
2394,2,metv
2395,1,NUM customer blocked in em due to oft error
2396,1,zoo advised user to request new profile
2397,1,unable to link my account for customer
2398,1,unable to access my app
2399,1,my access password reset
2400,2,my app just showing 5 gigabyte
2401,2,unable to order fetch tv box
2402,1,my account issue for account NUM
2403,1,zoo csi password reset
2404,0,ca required NUM
2405,2,unable to receive acitvation code
2406,2,unable to change new password for email
2407,5,my apps its not updating the balance data usage
2408,1,my account inquiry mattandcallie
2409,1,my account unable to switching email billing hieuphuong
2410,1,re reset password
2411,1,unable to log in to member services
2412,2,usage alert to be sent toemail address
2413,2,unable to order fetch tv through dpm
2414,2,fetch tv dpm order error
2415,1,password
2416,2,fetchtv cancellation
2417,1,my account issue
2418,2,dpm order NUM pending
2419,1,member services customer is unable to login refered to mtsc
2420,1,password reset sos my access 1impersonation tool spectre ui
2421,1,unable to print the usage details for the broadband account in my account
2422,2,dpm error
2423,4,dpm push order order submitted NUM
